Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Integer,5,Second fantasy?,Orphan,,,,
Integer,6,Third fantasy?,Rapunzel,,,,
Integer,7,Poem theme?,Freedom,,,,
Integer,8,Amanda’s behaviour?,Imaginative,,,,
Integer,9,Amanda’s problem?,Over-control,,,,
Integer,10,Amanda’s desire?,Freedom,,,,
Integer,11,Amanda’s mother worries about?,Discipline,,,,
Integer,12,Amanda is silent because?,Daydreaming,,,,
Integer,13,Poem tone?,Reflective,,,,
Integer,14,Amanda represents?,Children,,,,
Integer,15,Poem message?,Balance discipline and freedom,,,,
Integer,16,Amanda’s fantasies are?,Escape,,,,
Integer,17,Amanda’s emotion?,Frustration,,,,
Integer,18,Amanda imagines living alone?,Yes,,,,
Integer,19,Poem criticizes?,Over-discipline,,,,
Integer,20,Amanda’s nature?,Sensitive,,,,
Integer,21,Amanda wants life without?,Rules,,,,
Integer,22,Poem style?,Free verse,,,,
Integer,23,Amanda’s silence shows?,Suppression,,,,
Integer,24,Amanda’s imagination is?,Creative,,,,
Integer,25,Poem setting?,Home,,,,
Integer,26,Amanda’s age?,Young child,,,,
Integer,27,Amanda dreams to escape?,Reality,,,,
Integer,28,Amanda’s fantasy mood?,Peaceful,,,,
Integer,29,Amanda is instructed constantly?,Yes,,,,
Integer,30,Poem focus?,Child psychology,,,,
Integer,31,Amanda’s dream world?,Ideal,,,,
Integer,32,Amanda’s mother tone?,Controlling,,,,
Integer,33,Amanda’s desire for solitude?,Yes,,,,
Integer,34,Amanda’s character trait?,Imagination,,,,
Integer,35,Poem conveys need for?,Freedom,,,,
Integer,36,Amanda imagines freedom in?,Nature,,,,
Integer,37,Poem message to parents?,Be understanding,,,,
Integer,38,Amanda escapes through?,Daydreams,,,,
Integer,39,Amanda’s feelings?,Suppressed,,,,
Integer,40,Amanda wants peace?,Yes,,,,
Integer,41,Poem’s ending mood?,Sad,,,,
Integer,42,Amanda’s dreams contrast with?,Reality,,,,
Integer,43,Amanda’s inner world?,Free,,,,
Integer,44,Amanda’s outer world?,Restrictive,,,,
Integer,45,Amanda’s fantasy symbol?,Freedom,,,,
Integer,46,Amanda’s silence is?,Meaningful,,,,
Integer,47,Amanda’s wishes?,Independence,,,,
Integer,48,Amanda’s escape method?,Imagination,,,,
Integer,49,Amanda’s conflict?,Internal,,,,
Integer,50,Central idea?,Children need freedom,,,,

Descriptive,1,What is the central idea of the poem Amanda!?,,,,,Children need freedom along with guidance
Descriptive,2,Describe Amanda’s character.,,,,,Imaginative and freedom-loving
Descriptive,3,Why does Amanda daydream?,,,,,To escape restrictions
Descriptive,4,How does the poem portray parent-child conflict?,,,,,Through constant instructions
Descriptive,5,Explain Amanda’s fantasy of being a mermaid.,,,,,Symbol of freedom and peace
Descriptive,6,Why does Amanda imagine being an orphan?,,,,,Freedom from control
Descriptive,7,How is Rapunzel portrayed differently in the poem?,,,,,As happy and free
Descriptive,8,What does Amanda’s silence signify?,,,,,Suppressed emotions
Descriptive,9,How does the poem reflect child psychology?,,,,,Children crave freedom
Descriptive,10,What message does the poem convey to parents?,,,,,Avoid over-controlling
Descriptive,11,How does Amanda escape reality?,,,,,Through imagination
Descriptive,12,Why is Amanda’s mother worried?,,,,,About discipline and society
Descriptive,13,Explain the theme of freedom in the poem.,,,,,Children need independence
Descriptive,14,How does the poet use imagination effectively?,,,,,To show contrast
Descriptive,15,Why is the poem relatable?,,,,,Children face similar pressure
Descriptive,16,What does Amanda symbolize?,,,,,All children
Descriptive,17,How does excessive discipline affect children?,,,,,Suppresses freedom
Descriptive,18,Explain the tone of the poem.,,,,,Sympathetic and reflective
Descriptive,19,Why does Amanda prefer solitude?,,,,,Peace and freedom
Descriptive,20,How does the poem criticize parental behaviour?,,,,,Through over-instructions
Descriptive,21,What role does fantasy play in Amanda’s life?,,,,,Escape from reality
Descriptive,22,Why is Amanda’s inner world important?,,,,,Shows true feelings
Descriptive,23,How does the poem end?,,,,,With sadness
Descriptive,24,Explain the contrast between Amanda’s world and her fantasies.,,,,,Restriction vs freedom
Descriptive,25,Why does Amanda feel suffocated?,,,,,Too many rules
Descriptive,26,How does the poem advocate balance?,,,,,Discipline with freedom
Descriptive,27,Explain Amanda’s desire for peace.,,,,,Freedom from commands
Descriptive,28,How does the poem appeal to parents?,,,,,Encourages understanding
Descriptive,29,Why is imagination important for children?,,,,,Emotional relief
Descriptive,30,How does Amanda react to constant nagging?,,,,,Withdraws mentally
Descriptive,31,What lesson does the poem teach?,,,,,Respect child’s individuality
Descriptive,32,Explain the significance of the title Amanda!,,,,,Focuses on child’s voice
Descriptive,33,How does the poem show suppression?,,,,,Through silence
Descriptive,34,Why is Amanda unhappy?,,,,,Lack of freedom
Descriptive,35,How does the poet portray adulthood?,,,,,As controlling
Descriptive,36,What does Amanda’s fantasy world represent?,,,,,Ideal life
Descriptive,37,How does the poem address modern parenting?,,,,,Over-discipline
Descriptive,38,Explain Amanda’s emotional state.,,,,,Frustrated yet imaginative
Descriptive,39,Why is the poem written in free verse?,,,,,Natural expression
Descriptive,40,How does the poem balance humour and seriousness?,,,,,Light tone with deep message
Descriptive,41,Why does Amanda seek isolation?,,,,,Peace of mind
Descriptive,42,How does imagination help Amanda cope?,,,,,Reduces stress
Descriptive,43,What is the moral of the poem?,,,,,Children need space
Descriptive,44,How does the poem reflect childhood struggles?,,,,,Lack of autonomy
Descriptive,45,Explain the role of parents in a child’s growth.,,,,,Guide without controlling
Descriptive,46,Why is Amanda silent throughout?,,,,,No voice in decisions
Descriptive,47,How does the poem criticize social expectations?,,,,,Fear of judgement
Descriptive,48,What makes the poem universal?,,,,,Common childhood experience
Descriptive,49,How does the poem show emotional conflict?,,,,,Reality vs dreams
Descriptive,50,Summarize the poem Amanda!,,,,,A child escapes strict control through imagination and longs for freedom
