Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
MCQ,34,What did children eat with bread?,Tea,Milk,Coffee,Jam,Tea
MCQ,35,Where is Coorg located?,Karnataka,Kerala,Tamil Nadu,Andhra Pradesh,Karnataka
MCQ,36,What is the distance of Coorg from Bangalore?,About 250 km,About 300 km,About 350 km,About 400 km,About 250 km
MCQ,37,What covers thirty percent of Coorg district?,Forests,Water bodies,Fields,Cities,Forests
MCQ,38,What animals can be seen in Coorg?,Elephants,Wild dogs,Birds,All of the above,All of the above
MCQ,39,What is the best season to visit Coorg?,Summer,Winter,Monsoon,Spring,September to March
MCQ,40,What is river rafting done on in Coorg?,Kaveri river,Ganga river,Yamuna river,None of the above,Kaveri river
MCQ,41,What is the famous monastery in Coorg?,Tibetan monastery,Buddhist monastery,Namdroling Monastery,All of the above,Namdroling Monastery
MCQ,42,What do the people of Coorg possibly descend from?,Greeks,Arabs,Portuguese,All of the above,Greeks or Arabs
MCQ,43,What is the story about in "Tea from Assam"?,A journey,A tea garden,Both A and B,None of the above,Both A and B
MCQ,44,Who were the two friends in "Tea from Assam"?,Rajvir and Pranjol,Anil and Pranjol,Rajvir and Anil,Rajvir and Raj,Rajvir and Pranjol
MCQ,45,Where was Pranjol's father a manager?,Tea estate,Factory,School,Hospital,Tea estate
MCQ,46,What is Assam famous for?,Tea,Oil,Silk,All of the above,All of the above
MCQ,47,What did Rajvir see outside the window?,Dense forests,Dense tea bushes,Dense population,None of the above,Dense tea bushes
MCQ,48,According to legend, who discovered tea?,A Chinese emperor,An Indian saint,A Japanese monk,All of the above,A Chinese emperor
MCQ,49,What is the best tea made from?,Second flush,First flush,Third flush,Autumn flush,Second flush
MCQ,50,What is the main theme of "Glimpses of India"?,Indian culture,Indian diversity,Indian traditions,All of the above,All of the above
Fill_Blank,1,Coorg is located in the state of ______.,Karnataka,Kerala,Tamil Nadu,Andhra Pradesh,Karnataka
Fill_Blank,2,The river ______ originates in Coorg.,Kaveri,Ganga,Yamuna,Godavari,Kaveri
Fill_Blank,3,The traditional dress of Coorg men is called ______.,Kuppia,Kabai,Kuffia,Kurta,Kuppia
Fill_Blank,4,The people of Coorg are known for their ______ traditions.,martial,military,warrior,brave,martial
Fill_Blank,5,The capital of Coorg is ______.,Madikeri,Mysore,Bangalore,Mangalore,Madikeri
Fill_Blank,6,The traditional dress worn by Goan bakers is called ______.,Kabai,Kuffia,Kuppia,Kurta,Kabai
Fill_Blank,7,Goan culture has significant influence from the country of ______.,Portugal,France,Spain,Italy,Portugal
Fill_Blank,8,The local term for bread in Goa is ______.,Pav,Chapati,Naan,Bol,Pav
Fill_Blank,9,The traditional sweet bread in Goa is called ______.,Bol,Bebinca,Dodol,Neureos,Bol
Fill_Blank,10,Assam is renowned for its ______ plantations.,tea,coffee,rubber,spice,tea
Fill_Blank,11,Freshly sprouted tea leaves are referred to as ______.,First Flush,Second Flush,Third Flush,Autumn Flush,First Flush
Fill_Blank,12,The river ______ is associated with the tea gardens in Assam.,Brahmaputra,Ganga,Yamuna,Godavari,Brahmaputra
Fill_Blank,13,The traditional attire of Assamese women is called ______.,Mekhela Chador,Saree,Salwar Kameez,Lehenga,Mekhela Chador
Fill_Blank,14,The native dance form of Assam is ______.,Bihu,Bharatanatyam,Odissi,Kathak,Bihu
Fill_Blank,15,The primary language spoken in Assam is ______.,Assamese,Bengali,Hindi,English,Assamese
Fill_Blank,16,The Assamese New Year festival is known as ______.,Bihu,Holi,Diwali,Navratri,Bihu
Fill_Blank,17,The traditional Assamese silk is known as ______.,Muga,Kanjeevaram,Banarasi,Chanderi,Muga
Fill_Blank,18,The wildlife sanctuary in Assam famous for one-horned rhinoceroses is ______.,Kaziranga,Sundarbans,Jim Corbett,Periyar,Kaziranga
Fill_Blank,19,The staple food of Assam is ______.,Rice,Wheat,Barley,Maize,Rice
Fill_Blank,20,Coorg is also known as ______.,Kodagu,Coorgi,Kodava,Kodavaland,Kodagu
Fill_Blank,21,Coorg has a ______ climate.,hill station,coastal,desert,tropical,hill station
Fill_Blank,22,The main profession in Coorg includes ______ cultivation.,coffee,tea,rubber,spice,coffee
Fill_Blank,23,The traditional Goan alcoholic beverage made from cashew apples is called ______.,Feni,Arrack,Toddy,Sake,Feni
Fill_Blank,24,The architectural style prominent in Goan churches is ______.,Baroque,Gothic,Dravidian,Modern,Baroque
Fill_Blank,25,Goa is famous for the spice ______.,Black Pepper,Cardamom,Clove,Turmeric,Black Pepper
Fill_Blank,26,The traditional music form of Goa is called ______.,Mando,Fado,Carnatic,Ghazal,Mando
Fill_Blank,27,The festival celebrated with great enthusiasm in Goa is ______.,Carnival,Diwali,Holi,Christmas,Carnival
Fill_Blank,28,The baker in Goa comes in the ______.,morning,afternoon,evening,night,morning
Fill_Blank,29,The baker announces his arrival by banging a ______ stick.,bamboo,wooden,metal,plastic,bamboo
Fill_Blank,30,The baker carries a ______ on his head.,bread basket,basket,fruit basket,water pot,bread basket
Fill_Blank,31,The baker sells loaves for elders and sweet bread called ______ for children.,bol,bread,cake,biscuit,bol
Fill_Blank,32,Children eat bread with ______.,tea,milk,coffee,jam,tea
Fill_Blank,33,Coorg is about ______ km from Bangalore.,250,300,350,400,250
Fill_Blank,34,Forests cover ______ percent of Coorg district.,thirty,forty,fifty,sixty,thirty
Fill_Blank,35,The best season to visit Coorg is from ______ to March.,September,October,November,December,September
Fill_Blank,36,River rafting is done on the ______ river in Coorg.,Kaveri,Ganga,Yamuna,Godavari,Kaveri
Fill_Blank,37,The famous monastery in Coorg is called ______ Monastery.,Namdroling,Tibetan,Buddhist,Golden,Namdroling
Fill_Blank,38,The people of Coorg possibly descend from Greeks or ______.,Arabs,Turks,Persians,Portuguese,Arabs
Fill_Blank,39,In "Tea from Assam," the two friends are ______ and Pranjol.,Rajvir,Anil,Raj,Sumit,Rajvir
Fill_Blank,40,Pranjol's father is a manager of a ______ estate.,tea,coffee,rubber,spice,tea
Fill_Blank,41,Rajvir saw dense ______ bushes outside the train window.,tea,coffee,rubber,spice,tea
Fill_Blank,42,According to legend, tea was discovered by a Chinese ______.,emperor,monk,farmer,scholar,emperor
Fill_Blank,43,The best tea is made from the ______ flush.,second,first,third,autumn,second
Fill_Blank,44,Assam is famous for tea, ______, and silk.,oil,coffee,rubber,spice,oil
Fill_Blank,45,The story "Tea from Assam" is about a journey through ______ gardens.,tea,coffee,rubber,spice,tea
Fill_Blank,46,The baker's profession is called ______ making.,bread,cake,biscuit,food,bread
Fill_Blank,47,In Goa, the baker was an important ______ in the society.,person,member,figure,individual,member
Fill_Blank,48,The Portuguese influence is visible in Goan ______.,culture,food,architecture,All of the above,All of the above
Fill_Blank,49,Coorg is famous for its ______ and coffee.,rainforests,beaches,deserts,plains,rainforests
Fill_Blank,50,"Glimpses of India" showcases the ______ of Indian culture.,diversity,unity,similarity,homogeneity,diversity
Descriptive,1,Describe the traditional role of a baker in Goan society.,"The baker, also known as 'pader' in Konkani, was an important member of the Goan society. He would come early in the morning, announcing his arrival by banging a bamboo stick. He carried a bread basket on his head. The baker was responsible for making different types of bread - loaves for the elders and sweet bread called 'bol' for children. The profession of bread-making was inherited from the Portuguese who ruled Goa. Even today, the baker's presence is essential in Goan society, and the tradition continues with the same enthusiasm.",,,
Descriptive,2,Explain the Portuguese influence on Goan culture.,"The Portuguese ruled Goa for over 450 years, leaving a lasting impact on its culture. This influence is visible in various aspects: the traditional bread-making (pader/baker tradition), the architecture (Baroque-style churches and Portuguese-style houses), the cuisine (dishes like vindaloo, xacuti, bebinca), the festivals (Carnival before Lent), and the music (Mando and Fado). Many Goans have Portuguese names, and the Christian population in Goa is a result of Portuguese influence. The baker's profession itself is a Portuguese legacy that continues to thrive in modern Goa.",,,
Descriptive,3,Describe the geographical and natural features of Coorg.,"Coorg, also known as Kodagu, is a hill station located in Karnataka, about 250 km from Bangalore. It is situated between Mysore and the coastal town of Mangalore. The place is known for its rainforests, which cover about thirty percent of the district. The river Kaveri originates from Coorg. The region has a pleasant climate, especially from September to March. It is home to various animals including elephants, wild dogs, and numerous birds. The landscape is green and lush, making it a popular tourist destination.",,,
Descriptive,4,What are the main characteristics of the people of Coorg?,"The people of Coorg, known as Kodavas, are known for their martial traditions. They are considered to be possibly of Greek or Arabic descent. They are very independent and brave people. The men wear a traditional dress called 'kuppia' which resembles the kuffia worn by the Arabs. The region is famous for coffee plantations, and coffee cultivation is a major profession. The people are hospitable and the place attracts many visitors. Coorg is also known for its Kodava language and unique culture.",,,
Descriptive,5,Describe the tea cultivation and industry in Assam.,"Assam is world-famous for its tea plantations. The story 'Tea from Assam' describes the journey through tea gardens where one can see dense tea bushes stretching as far as the eye can see. Tea cultivation is the main industry in Assam, and the region produces some of the finest tea in the world. The best tea is made from the 'second flush' - tea leaves that sprout in May-June. The tea gardens are located along the Brahmaputra river valley. The region's climate and soil are ideal for tea cultivation, making Assam one of the largest tea-producing regions in the world.",,,
Descriptive,6,Explain the legend about the discovery of tea.,"According to legend, tea was discovered by a Chinese emperor. One day, while boiling water for drinking, some leaves from a twig burning under the kettle fell into the water. The emperor tasted the water and found it delicious. This was the first cup of tea. This legend highlights the accidental discovery of tea, which has now become one of the most popular beverages in the world. The story of tea's discovery shows how simple accidents can lead to great discoveries that change the world.",,,
Descriptive,7,What are the tourist attractions in Coorg?,"Coorg offers several tourist attractions: it is famous for river rafting on the Kaveri river, which is an adventurous activity. The region has beautiful rainforests and wildlife, including elephants that can be seen. There is a famous Tibetan monastery called Namdroling Monastery at Bylakuppe, which is a major attraction. The pleasant climate from September to March makes it ideal for visiting. The coffee plantations themselves are a major draw for tourists. The scenic beauty, cool climate, and adventure activities make Coorg a popular hill station destination.",,,
Descriptive,8,Describe the significance of bread in Goan culture.,"Bread holds great significance in Goan culture, being an essential part of daily life. The tradition of bread-making was inherited from the Portuguese. Different types of bread are consumed - regular loaves for elders and sweet bread called 'bol' for children. Bread is typically eaten with tea in the morning. The baker's arrival was a daily ritual that children eagerly awaited. The sweet bread 'bol' was especially loved by children. Even today, bread continues to be an important part of Goan cuisine and culture, maintaining the Portuguese legacy.",,,
Descriptive,9,What is the cultural significance of Coorg's martial traditions?,"Coorg's martial traditions are significant because they reflect the independent and brave nature of the Kodava people. The community is known for its warrior heritage, which is unique in the region. The traditional dress 'kuppia' worn by Coorg men resembles the kuffia worn by Arabs, suggesting possible historical connections. These martial traditions have contributed to Coorg's distinct identity and have been passed down through generations. The warrior spirit of the Kodavas is an important aspect of their cultural heritage.",,,
Descriptive,10,Explain how "Tea from Assam" describes the journey through tea gardens.,"The story describes a train journey where Rajvir and Pranjol are traveling to Assam. As they approach Assam, Rajvir looks out of the window and sees dense tea bushes stretching as far as the eye can see. The landscape is completely covered with tea plantations. The description gives readers a vivid picture of how extensive the tea cultivation is in Assam. The story takes the reader on a visual journey through the tea gardens, showing the vastness and beauty of the tea plantations that make Assam famous worldwide.",,,
Descriptive,11,What role does the baker play in the daily life of Goan people?,"The baker plays a crucial role in the daily life of Goan people. He arrives early in the morning, making his presence known by banging a bamboo stick. He provides fresh bread daily, which is an essential part of the Goan breakfast. Children eagerly wait for the baker, especially for the sweet bread 'bol'. The baker's visit is a daily ritual that connects the community. The profession is hereditary and respected. Even in modern times, the baker remains an important figure in Goan society, maintaining a tradition that has been passed down for generations.",,,
Descriptive,12,Describe the climate and best time to visit Coorg.,"Coorg has a pleasant hill station climate with cool weather throughout most of the year. The best time to visit is from September to March, when the weather is most comfortable. During this period, the climate is cool and pleasant, making it ideal for sightseeing and outdoor activities. The region receives good rainfall, which contributes to its lush green forests and coffee plantations. The cool climate, combined with the natural beauty, makes Coorg a perfect destination for those seeking to escape the heat of the plains.",,,
Descriptive,13,What makes Assam ideal for tea cultivation?,"Assam is ideal for tea cultivation due to several factors: the region has a tropical climate with high humidity and rainfall, which tea plants require. The Brahmaputra river valley provides fertile soil that is perfect for tea bushes. The area receives abundant rainfall and has the right temperature range. The tea bushes thrive in this environment, producing high-quality tea leaves. The 'second flush' tea leaves that sprout in May-June are considered the best quality. These ideal conditions make Assam one of the world's largest and best tea-producing regions.",,,
Descriptive,14,Explain the significance of the Kaveri river in Coorg.,"The Kaveri river is significant to Coorg because it originates from this region. The river is one of the major rivers of South India and holds great cultural and religious importance. In Coorg, the Kaveri provides water for irrigation and is used for adventure activities like river rafting, which is a popular tourist attraction. The river adds to the scenic beauty of the region and is an integral part of Coorg's natural landscape. The origin of such an important river from Coorg adds to the region's significance.",,,
Descriptive,15,What are the different types of bread mentioned in the Goan baker story?,"The story mentions two main types of bread: regular loaves, which are for the elders, and a special sweet bread called 'bol', which is for children. The loaves are the standard bread that adults consume, typically with tea in the morning. The 'bol' is a sweetened bread that children particularly enjoy. This differentiation shows the baker's understanding of his customers' preferences - providing nutritious bread for adults and something sweet and appealing for children. Both types are part of the daily bread delivery.",,,
Descriptive,16,Describe the wildlife found in Coorg.,"Coorg is rich in wildlife due to its dense rainforests that cover about thirty percent of the district. The forests are home to various animals including elephants, which can be seen in their natural habitat. Wild dogs also inhabit the region. Additionally, Coorg is home to numerous species of birds, making it a haven for birdwatchers. The diverse wildlife adds to the natural beauty and appeal of Coorg as a tourist destination. The presence of such wildlife indicates the healthy ecosystem of the region.",,,
Descriptive,17,What is the importance of the Tibetan monastery in Coorg?,"The Tibetan monastery, specifically the Namdroling Monastery at Bylakuppe in Coorg, is significant because it represents the Tibetan Buddhist community that has settled in the region. It is one of the largest Tibetan settlements in India. The monastery is a major tourist attraction, drawing visitors who are interested in Buddhist culture and architecture. It adds to the cultural diversity of Coorg and provides a spiritual dimension to the region. The presence of the monastery shows India's cultural diversity and religious tolerance.",,,
Descriptive,18,Explain the process of how tea is made and what makes the best tea.,"Tea is made from the leaves of the tea plant. When tea leaves sprout, they are called 'flushes'. The first flush appears in March-April, but the best tea is made from the 'second flush' which appears in May-June. These second flush leaves produce the finest quality tea with the best flavor and aroma. The leaves are plucked, processed, and then brewed to make tea. The timing of the flush is crucial - the second flush is considered superior because the leaves have developed the right balance of flavors at that time.",,,
Descriptive,19,What aspects of Goan culture show Portuguese influence?,"Several aspects of Goan culture show Portuguese influence: the bread-making tradition (baker/pader), the architecture (Baroque-style churches and Portuguese-style houses), the cuisine (dishes with Portuguese names and techniques), the festivals (Carnival celebrated before Lent), the music (Mando and Fado styles), the religion (large Christian population), and even Portuguese names that many Goans have. The Portuguese ruled Goa for over 450 years, and their influence is deeply ingrained in Goan culture, making it unique in India.",,,
Descriptive,20,Describe the economic importance of coffee in Coorg.,"Coffee is economically very important to Coorg. Coffee cultivation is one of the main professions in the region. Coorg is one of the largest coffee-producing regions in India. The coffee plantations provide employment to many people. Coffee from Coorg is exported and is known for its quality. The coffee industry contributes significantly to the local economy. Additionally, coffee plantations have become tourist attractions, adding to the region's tourism revenue. Coffee is central to Coorg's economy and identity.",,,
Descriptive,21,What makes Coorg a unique tourist destination?,"Coorg is unique because of its combination of natural beauty, adventure activities, cultural diversity, and pleasant climate. It has dense rainforests, coffee plantations, the origin of the Kaveri river, wildlife including elephants, a Tibetan monastery, and opportunities for adventure sports like river rafting. The martial traditions of the Kodava people and their unique culture add to its appeal. The cool climate from September to March makes it an ideal escape from the heat. All these factors together make Coorg a distinctive and attractive tourist destination.",,,
Descriptive,22,Explain the significance of the baker's bamboo stick.,"The baker's bamboo stick is significant because it is used to announce his arrival. By banging this stick, the baker makes a sound that signals to the villagers that he has arrived with fresh bread. This traditional method of announcement was practical and effective in the days before modern communication. The sound of the bamboo stick became a familiar part of the morning routine in Goan villages. It shows how traditional methods were used for daily communication and business in the past.",,,
Descriptive,23,What does the story reveal about the friendship between Rajvir and Pranjol?,"The story shows Rajvir and Pranjol as good friends who are traveling together. Rajvir is excited about seeing the tea gardens and is curious and observant, noticing the tea bushes and asking questions. Pranjol, whose father manages a tea estate, is more familiar with tea cultivation. The friendship allows Rajvir to visit Assam and experience the tea gardens. Their conversation reveals their camaraderie and shared interest in learning about tea. The story portrays a friendly and educational journey together.",,,
Descriptive,24,Describe the cultural diversity shown in "Glimpses of India".,""Glimpses of India" showcases India's incredible cultural diversity through three different regions: Goa shows Portuguese-influenced culture with its bread-making, architecture, and festivals. Coorg shows the unique Kodava culture with martial traditions, coffee cultivation, and hill station life. Assam shows tea culture, Bihu dance, Assamese traditions, and the importance of tea in the region. Each region has its own distinct identity, language, traditions, and way of life, yet all are part of India. This diversity is India's strength and makes the country culturally rich.",,,
Descriptive,25,What is the historical significance of Portuguese rule in Goa?,"Portuguese rule in Goa (1510-1961) had profound historical significance. It lasted for over 450 years, making it one of the longest colonial rules in India. The Portuguese introduced Christianity, built churches and forts, established trade routes, and brought new architectural styles. They influenced Goan cuisine, music, festivals, and daily life. The bread-making tradition is a direct legacy of Portuguese rule. Even after liberation in 1961, Portuguese influence remains strong in Goan culture, making it unique among Indian states. This long period of colonization shaped Goan identity significantly.",,,
Descriptive,26,How does the story "A Baker from Goa" show the continuity of traditions?,"The story shows continuity of traditions by describing how the baker's profession has been passed down through generations. Even though the Portuguese left Goa, the bread-making tradition continues. The baker still comes in the morning, still bangs the bamboo stick, still carries the bread basket, and still provides the same types of bread. Children still wait eagerly for the baker and enjoy the sweet bread. The story emphasizes that some traditions are so deeply rooted that they continue across generations, maintaining the cultural heritage even after the original rulers have left.",,,
Descriptive,27,What role does nature play in the description of Coorg?,"Nature plays a central role in Coorg's description. The region is defined by its natural features: dense rainforests covering thirty percent of the area, the origin of the Kaveri river, abundant wildlife including elephants and birds, lush green coffee plantations, and a pleasant hill station climate. Nature is not just the backdrop but the main attraction. The natural beauty, cool climate, and biodiversity make Coorg what it is. Nature provides both economic opportunities (coffee, tourism) and recreational activities (river rafting, wildlife viewing). Nature is integral to Coorg's identity.",,,
Descriptive,28,Explain the economic importance of tea in Assam.,"Tea is economically crucial to Assam. It is the main industry, providing employment to thousands of people. Assam is one of the world's largest tea-producing regions. The tea industry includes cultivation, processing, packaging, and export. Tea gardens are major employers in the region. The tea produced in Assam is exported worldwide, earning foreign exchange. The industry supports many related businesses and services. Tea is not just a crop but a way of life in Assam, deeply integrated into the economy and culture of the region.",,,
Descriptive,29,What makes the Kodava people culturally distinct?,"The Kodava people are culturally distinct in several ways: they have their own language (Kodava), martial traditions that are unique, a traditional dress (kuppia for men) that resembles Arab kuffia, possibly Greek or Arabic ancestry, and a culture centered around coffee cultivation. They are known for their independence and bravery. The Kodava community has maintained its distinct identity despite being part of Karnataka. Their festivals, traditions, and way of life are unique, making them culturally distinct from surrounding communities.",,,
Descriptive,30,How does "Glimpses of India" celebrate Indian diversity?,""Glimpses of India" celebrates Indian diversity by showcasing three very different regions: Goa with Portuguese-influenced culture, Coorg with Kodava traditions and coffee cultivation, and Assam with tea culture and Assamese traditions. Each story highlights unique aspects - food, traditions, geography, economy, and culture. The stories show that India is not a monolithic culture but a beautiful mosaic of diverse traditions, languages, foods, and ways of life. This diversity is presented as something to be celebrated and appreciated, showing the richness of Indian culture.",,,
Descriptive,31,Describe the morning routine involving the baker in Goa.,"The morning routine with the baker in Goa is a daily ritual. Early in the morning, the baker arrives, announcing his presence by banging a bamboo stick. He carries a bread basket on his head filled with fresh bread. Children eagerly wait for him, especially for the sweet bread called 'bol'. Adults buy regular loaves. The bread is typically eaten with tea for breakfast. This routine has been going on for generations, making the baker an essential part of the morning routine in Goan households. It's a tradition that connects the community.",,,
Descriptive,32,What geographical factors make Coorg suitable for coffee cultivation?,"Coorg's geography is ideal for coffee cultivation: it is a hill station with elevation that provides the right climate, the region receives good rainfall which coffee plants need, the soil is suitable for coffee plants, the temperature range is appropriate (not too hot, not too cold), and the forests provide shade that some coffee varieties require. The hilly terrain allows for proper drainage. These geographical factors, combined with the region's location in the Western Ghats, make Coorg perfect for growing high-quality coffee.",,,
Descriptive,33,Explain the significance of the "second flush" in tea production.,"The 'second flush' is significant because it produces the best quality tea. While the first flush appears in March-April, the second flush that appears in May-June is considered superior. At this time, the tea leaves have developed the right balance of flavors, aroma, and quality. Tea made from second flush leaves has better taste and is more valuable. Tea connoisseurs prefer second flush tea. The timing is crucial - the leaves need to reach a certain stage of development to produce the finest tea. This makes the second flush economically and qualitatively important.",,,
Descriptive,34,What does the story tell us about the importance of traditional professions?,"The stories show that traditional professions are important because they preserve cultural heritage, provide continuity across generations, maintain community connections, and keep alive skills and knowledge passed down through families. The baker in Goa shows how a traditional profession remains relevant in modern times. These professions are not just jobs but are part of cultural identity. They connect people to their history and heritage. Even as society modernizes, traditional professions continue to have value and importance in maintaining cultural continuity.",,,
Descriptive,35,How does the description of tea gardens create a visual image?,"The description creates a vivid visual image by emphasizing the vastness and density of the tea bushes. The phrase 'dense tea bushes' and the description of them stretching as far as the eye can see gives readers a picture of endless green plantations. The story describes seeing 'miles and miles of tea bushes,' creating an image of a sea of green. This visual description helps readers imagine the scale of tea cultivation in Assam. The imagery makes the tea gardens come alive, allowing readers to visualize the landscape through the train window.",,,
Descriptive,36,What cultural practices are mentioned in the three stories?,"Various cultural practices are mentioned: In Goa - bread-making, morning tea with bread, Portuguese-influenced festivals like Carnival, traditional music (Mando). In Coorg - martial traditions, traditional dress (kuppia), coffee cultivation, Kodava language and culture. In Assam - tea drinking culture, Bihu festival, Assamese traditions, Mekhela Chador (traditional dress). Each region has unique cultural practices that reflect its history, geography, and people. These practices show how culture is shaped by various factors and how traditions are maintained over time.",,,
Descriptive,37,Describe how each story in "Glimpses of India" has a different focus.,"Each story focuses on different aspects: 'A Baker from Goa' focuses on a traditional profession (baker) and Portuguese influence. 'Coorg' focuses on geography, natural beauty, and the Kodava people. 'Tea from Assam' focuses on tea cultivation and the journey through tea gardens. While all three celebrate Indian diversity, each highlights different elements - profession and colonial influence in Goa, nature and culture in Coorg, and industry and agriculture in Assam. This variety makes the collection rich and comprehensive in showcasing India's diversity.",,,
Descriptive,38,What role does food play in "Glimpses of India"?,Food plays an important role in showcasing cultural diversity. In Goa, bread (especially 'bol') is central to daily life and shows Portuguese influence. In Coorg, the focus is on coffee cultivation, showing how a crop becomes part of cultural identity. In Assam, tea is not just a beverage but a way of life and major industry. Food (and beverages) reflect history, geography, and culture. They are markers of identity and connect people to their heritage. Food traditions are shown as living, breathing aspects of culture that continue across generations.,,,
Descriptive,39,How does "Glimpses of India" appeal to different senses in its descriptions?,"The stories appeal to multiple senses: Visual - descriptions of tea gardens, rainforests, coffee plantations. Auditory - the sound of the baker's bamboo stick, the sound of the river. Tactile - the feel of fresh bread, the cool climate of Coorg. Taste - the taste of bread and tea, the sweetness of 'bol'. Smell - the aroma of tea, the fresh air of Coorg. These sensory descriptions make the stories vivid and immersive. Readers can almost see, hear, feel, taste, and smell what is being described, making the places come alive.",,,
Descriptive,40,What historical connections are mentioned in the stories?,"Several historical connections are mentioned: In Goa, the Portuguese rule that lasted 450 years and its lasting influence. In Coorg, the possible Greek or Arabic descent of the Kodava people, suggested by the similarity between kuppia and kuffia. In Assam, the legend of the Chinese emperor discovering tea. These historical connections show how regions are shaped by their past - whether through colonization, migration, or ancient legends. History is presented as a living force that continues to influence present-day culture and identity.",,,
Descriptive,41,How does the story show the relationship between geography and culture?,"The stories show how geography shapes culture: Goa's coastal location and Portuguese rule influenced its culture. Coorg's hill station geography with forests and rivers shaped its coffee-based economy and natural tourism. Assam's location in the Brahmaputra valley with ideal climate created a tea-based culture and economy. Geography determines what can be grown (coffee in Coorg, tea in Assam), what activities are possible (river rafting in Coorg), and how people live. The relationship between geography and culture is evident in how each region's physical features have shaped its economic activities and way of life.",,,
Descriptive,42,What makes each region in "Glimpses of India" economically significant?,"Each region has economic significance: Goa's economy includes tourism, fishing, and traditional industries like baking, benefiting from Portuguese-influenced culture that attracts tourists. Coorg's economy is based on coffee cultivation and tourism, with its natural beauty and hill station appeal. Assam's economy is dominated by tea production, being one of the world's largest tea-producing regions, with tea gardens employing thousands. Each region contributes to India's economy through its unique products and attractions. The economic activities are closely tied to the region's geography, climate, and cultural heritage.",,,
