Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Descriptive,35,Why judiciary is guardian of constitution?,,,,,Protects constitutional values
Descriptive,36,How laws are implemented?,,,,,By executive machinery
Descriptive,37,What is the role of courts?,,,,,Deliver justice
Descriptive,38,Why cabinet secrecy important?,,,,,Free discussion
Descriptive,39,How institutions work together?,,,,,Checks and balances
Descriptive,40,Explain separation of powers with example.,,,,,Each organ has distinct role
Descriptive,41,Why disputes go to judiciary?,,,,,Neutral decision
Descriptive,42,How executive influences legislature?,,,,,Policy proposals
Descriptive,43,Why judiciary cannot make laws?,,,,,Separation of powers
Descriptive,44,Importance of Parliament.,,,,,Democratic law making
Descriptive,45,Why executive is answerable?,,,,,Public accountability
Descriptive,46,How judiciary checks executive?,,,,,Judicial review
Descriptive,47,Role of institutions in democracy.,,,,,Ensure smooth governance
Descriptive,48,What happens if institutions fail?,,,,,Democracy weakens
Descriptive,49,Why institutional balance needed?,,,,,Prevent dictatorship
Descriptive,50,Summarise working of institutions.,,,,,Three organs work together democratically
