Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Integer,36,Gram Sabha includes?,Villagers,,,,
Integer,37,Federalism protects?,Diversity,,,,
Integer,38,Law making body?,Legislature,,,,
Integer,39,Law implementing body?,Executive,,,,
Integer,40,Law interpreting body?,Judiciary,,,,
Integer,41,Local self-government?,Decentralisation,,,,
Integer,42,Power divided constitutionally?,Yes,,,,
Integer,43,Local government example?,Panchayat,,,,
Integer,44,Federalism opposite?,Unitary,,,,
Integer,45,Democracy needs?,Federalism,,,,
Integer,46,State executive head?,Chief Minister,,,,
Integer,47,Indian constitution type?,Written,,,,
Integer,48,State dispute?,Inter-state,,,,
Integer,49,Chapter theme?,Federalism,,,,
Integer,50,Power sharing type?,Vertical,,,,

Descriptive,1,What is federalism?,,,,,Federalism is division of power between central and state governments
Descriptive,2,Explain features of federalism.,,,,,Two levels, constitution, judiciary
Descriptive,3,Why is federalism important?,,,,,Manages diversity and unity
Descriptive,4,Explain Union List.,,,,,Subjects of national importance
Descriptive,5,Explain State List.,,,,,Subjects of state importance
Descriptive,6,Explain Concurrent List.,,,,,Subjects shared by centre and state
Descriptive,7,What is decentralisation?,,,,,Transfer of power to local bodies
Descriptive,8,Explain Panchayati Raj.,,,,,Local government in villages
Descriptive,9,Explain municipalities.,,,,,Urban local government
Descriptive,10,Explain role of Supreme Court.,,,,,Guardian of constitution
Descriptive,11,Explain Indian federal system.,,,,,Holding together federation
Descriptive,12,Explain coming together federation.,,,,,Independent states unite
Descriptive,13,Explain holding together federation.,,,,,Centre gives power to states
Descriptive,14,Explain language policy of India.,,,,,Multilingual approach
Descriptive,15,Explain 73rd Amendment.,,,,,Strengthened Panchayats
Descriptive,16,Explain 74th Amendment.,,,,,Strengthened municipalities
Descriptive,17,Explain separation of powers.,,,,,Division among organs
Descriptive,18,Explain role of Election Commission.,,,,,Conducts free elections
Descriptive,19,Explain inter-state relations.,,,,,Resolved constitutionally
Descriptive,20,Explain need for independent judiciary.,,,,,Checks misuse of power
Descriptive,21,Explain federalism and democracy.,,,,,Ensures participation
Descriptive,22,Explain power distribution.,,,,,Prevents centralisation
Descriptive,23,Explain financial autonomy of states.,,,,,Tax sharing
Descriptive,24,Explain role of governors.,,,,,State-centre link
Descriptive,25,Explain Gram Sabha.,,,,,Village assembly
Descriptive,26,Explain Zila Parishad.,,,,,District level body
Descriptive,27,Explain local self-government.,,,,,Grassroot democracy
Descriptive,28,Explain challenges to federalism.,,,,,Central dominance
Descriptive,29,Explain importance of constitution.,,,,,Defines powers
Descriptive,30,Explain linguistic diversity.,,,,,Multiple languages
Descriptive,31,Explain cooperative federalism.,,,,,Centre-state cooperation
Descriptive,32,Explain competitive federalism.,,,,,Healthy competition
Descriptive,33,Explain role of states.,,,,,Regional development
Descriptive,34,Explain role of centre.,,,,,National unity
Descriptive,35,Explain federal disputes.,,,,,Legal resolution
Descriptive,36,Explain decentralisation benefits.,,,,,Better governance
Descriptive,37,Explain minority protection.,,,,,Autonomy and rights
Descriptive,38,Explain fiscal federalism.,,,,,Revenue sharing
Descriptive,39,Explain role of local bodies.,,,,,Service delivery
Descriptive,40,Explain Indian success of federalism.,,,,,Unity in diversity
Descriptive,41,Explain unitary vs federal.,,,,,Power concentration vs division
Descriptive,42,Explain constitutional supremacy.,,,,,Rule of law
Descriptive,43,Explain division of subjects.,,,,,Three lists
Descriptive,44,Explain representation at local level.,,,,,People participation
Descriptive,45,Explain importance of autonomy.,,,,,State independence
Descriptive,46,Explain centre-state relations.,,,,,Balanced power
Descriptive,47,Explain democracy at grassroot.,,,,,Local governance
Descriptive,48,Explain federalism examples.,,,,,India and USA
Descriptive,49,Explain long-term benefits of federalism.,,,,,Stability and unity
Descriptive,50,Summarize Federalism.,,,,,Chapter explains power division and decentralisation
