Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Descriptive,20,Explain consumer forums.,,,,,Courts for consumer disputes
Descriptive,21,Explain district forum.,,,,,Handles local cases
Descriptive,22,Explain state commission.,,,,,Handles state-level cases
Descriptive,23,Explain national commission.,,,,,Highest consumer court
Descriptive,24,Explain importance of bill.,,,,,Proof of purchase
Descriptive,25,Explain consumer awareness.,,,,,Knowledge of rights
Descriptive,26,Explain role of NGOs.,,,,,Spread awareness
Descriptive,27,Explain consumer responsibilities.,,,,,Be informed and careful
Descriptive,28,Explain unfair trade practices.,,,,,Cheating consumers
Descriptive,29,Explain product safety.,,,,,Health protection
Descriptive,30,Explain compensation.,,,,,Refund or damages
Descriptive,31,Explain consumer movement.,,,,,Demand for rights
Descriptive,32,Explain quality assurance.,,,,,Standard products
Descriptive,33,Explain consumer exploitation.,,,,,Unfair practices
Descriptive,34,Explain role of government.,,,,,Law enforcement
Descriptive,35,Explain legal protection.,,,,,Consumer laws
Descriptive,36,Explain need for consumer awareness.,,,,,Prevent exploitation
Descriptive,37,Explain consumer education.,,,,,Knowledge of rights
Descriptive,38,Explain importance of certification marks.,,,,,Ensure quality
Descriptive,39,Explain consumer redressal process.,,,,,Complaint resolution
Descriptive,40,Explain cash memo.,,,,,Purchase receipt
Descriptive,41,Explain misleading advertisements.,,,,,False claims
Descriptive,42,Explain consumer protection measures.,,,,,Rights and laws
Descriptive,43,Explain safety standards.,,,,,Prevent harm
Descriptive,44,Explain consumer rights day.,,,,,15 March celebration
Descriptive,45,Explain product labelling.,,,,,Information on packaging
Descriptive,46,Explain role of courts.,,,,,Justice to consumers
Descriptive,47,Explain consumer empowerment.,,,,,Confidence to complain
Descriptive,48,Explain impact of awareness.,,,,,Reduced exploitation
Descriptive,49,Explain modern consumer challenges.,,,,,Online frauds
Descriptive,50,Summarize Consumer Rights.,,,,,Chapter explains rights and protection of consumers
