Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Descriptive,32,How did technology promote industry?,,,,,Improved efficiency
Descriptive,33,Describe changes in transport.,,,,,Steamships and railways
Descriptive,34,Explain the social impact of industrialisation.,,,,,Class divisions
Descriptive,35,Why were factories located near railways?,,,,,Easy transport
Descriptive,36,Explain the decline of handicrafts.,,,,,Competition from machines
Descriptive,37,Describe the industrial revolution.,,,,,Transition to machine production
Descriptive,38,Explain labour problems.,,,,,Low wages and insecurity
Descriptive,39,How did industrialisation affect villages?,,,,,Migration to cities
Descriptive,40,Explain factory system.,,,,,Centralised production
Descriptive,41,Describe impact on women.,,,,,Employment with exploitation
Descriptive,42,Explain colonial exploitation.,,,,,Markets flooded with British goods
Descriptive,43,Describe early industrialists.,,,,,Invested capital
Descriptive,44,Explain why machines were feared.,,,,,Job loss
Descriptive,45,How did industrialisation transform society?,,,,,Changed lifestyle and work
Descriptive,46,Explain relationship between industry and trade.,,,,,Increased global trade
Descriptive,47,Describe Indian entrepreneurial efforts.,,,,,Tata and Birla
Descriptive,48,Explain industrialisation and nationalism.,,,,,Economic self-reliance
Descriptive,49,Why is the chapter important?,,,,,Explains economic transformation
Descriptive,50,Summarize The Age of Industrialisation.,,,,,The chapter explains growth of industries and its social impact
