Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Descriptive,9,Explain negative impacts of globalisation.,,,,,Job insecurity and inequality
Descriptive,10,Explain impact on consumers.,,,,,Lower prices and more options
Descriptive,11,Explain impact on producers.,,,,,Competition and pressure
Descriptive,12,Explain impact on small producers.,,,,,Loss due to cheap imports
Descriptive,13,Explain role of WTO.,,,,,Regulates global trade
Descriptive,14,Explain foreign direct investment.,,,,,Investment by foreign companies
Descriptive,15,Explain trade barriers.,,,,,Restrictions on imports
Descriptive,16,Why was liberalisation introduced in India?,,,,,To integrate with world economy
Descriptive,17,Explain IT sector growth.,,,,,Global demand for services
Descriptive,18,Explain outsourcing.,,,,,Hiring services from other countries
Descriptive,19,Explain cultural impact of globalisation.,,,,,Exchange of cultures
Descriptive,20,Explain environmental impact.,,,,,Increased pollution
Descriptive,21,Explain global competition.,,,,,Firms compete internationally
Descriptive,22,Explain employment effects.,,,,,Job creation and loss
Descriptive,23,Explain role of technology.,,,,,Faster communication
Descriptive,24,Explain transport role.,,,,,Movement of goods
Descriptive,25,Explain global market.,,,,,Worldwide trade
Descriptive,26,Explain protectionism.,,,,,Policy to protect domestic industry
Descriptive,27,Explain inequality due to globalisation.,,,,,Uneven benefits
Descriptive,28,Explain impact on farmers.,,,,,Price fluctuation
Descriptive,29,Explain fair globalisation.,,,,,Benefits all sections
Descriptive,30,Explain government role.,,,,,Regulation and support
Descriptive,31,Explain Make in India.,,,,,Promotes domestic manufacturing
Descriptive,32,Explain digital globalisation.,,,,,Online trade
Descriptive,33,Explain service exports.,,,,,IT and BPO
Descriptive,34,Explain global supply chains.,,,,,Production across countries
Descriptive,35,Explain trade liberalisation.,,,,,Open markets
Descriptive,36,Explain skill requirement.,,,,,Need skilled workers
Descriptive,37,Explain job insecurity.,,,,,Contract jobs
Descriptive,38,Explain consumer awareness.,,,,,Better choices
Descriptive,39,Explain role of IMF.,,,,,Financial support
Descriptive,40,Explain impact on culture.,,,,,Lifestyle changes
Descriptive,41,Explain Indian economy reforms.,,,,,1991 policies
Descriptive,42,Explain export promotion.,,,,,Increase foreign earnings
Descriptive,43,Explain import dependence.,,,,,Foreign goods reliance
Descriptive,44,Explain global brands.,,,,,International products
Descriptive,45,Explain MNC advantages.,,,,,Capital and technology
Descriptive,46,Explain local companies challenges.,,,,,Competition
Descriptive,47,Explain sustainable globalisation.,,,,,Environment friendly growth
Descriptive,48,Explain future of globalisation.,,,,,More integration
Descriptive,49,Explain inclusive globalisation.,,,,,Benefits for poor
Descriptive,50,Summarize Globalisation and Indian Economy.,,,,,Chapter explains global integration and impacts
