Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Integer,45,Main symbol?,Flute,,,,
Integer,46,Temple atmosphere?,Confusing,,,,
Integer,47,Stupa atmosphere?,Calm,,,,
Integer,48,Music impact?,Soothing,,,,
Integer,49,Chapter theme?,Spiritual contrast,,,,
Integer,50,Chapter name?,Kathmandu,,,,

Descriptive,1,Who wrote "Kathmandu"?,,,,,It was written by Vikram Seth
Descriptive,2,What kind of text is "Kathmandu"?,,,,,It is a descriptive travelogue
Descriptive,3,Which two religious places are described?,,,,,Pashupatinath and Boudhanath
Descriptive,4,Describe Pashupatinath temple.,,,,,It is a crowded Hindu temple with funeral rites
Descriptive,5,Describe the atmosphere at Pashupatinath.,,,,,It is chaotic, noisy and crowded
Descriptive,6,What rituals take place at Pashupatinath?,,,,,Cremation of dead bodies
Descriptive,7,Describe Boudhanath stupa.,,,,,It is a peaceful Buddhist shrine
Descriptive,8,What atmosphere does Boudhanath offer?,,,,,Calm, silence and spirituality
Descriptive,9,How are the two shrines different?,,,,,One is chaotic, the other peaceful
Descriptive,10,What role does the Bagmati river play?,,,,,It is used for funeral rites
Descriptive,11,Describe the streets of Kathmandu.,,,,,They are noisy, crowded and lively
Descriptive,12,What kind of shops line the streets?,,,,,Curio and souvenir shops
Descriptive,13,Why is the flute seller important?,,,,,He brings calm through music
Descriptive,14,What does the flute symbolise?,,,,,Universal peace and harmony
Descriptive,15,How does music affect the author?,,,,,It gives him peace
Descriptive,16,What contrasts are highlighted in the chapter?,,,,,Noise and silence, chaos and peace
Descriptive,17,How does the author present religious harmony?,,,,,By showing coexistence of faiths
Descriptive,18,Why is Boudhanath calming?,,,,,Because of prayers and silence
Descriptive,19,What does the author observe about life?,,,,,It has constant contrasts
Descriptive,20,How is chaos shown?,,,,,Through crowds and noise
Descriptive,21,How is peace shown?,,,,,Through meditation and prayer
Descriptive,22,What impression does Kathmandu leave?,,,,,A mix of chaos and calm
Descriptive,23,Why is the chapter called "Kathmandu"?,,,,,It captures the city’s spirit
Descriptive,24,Explain the author’s tone.,,,,,It is calm and observant
Descriptive,25,What does the chapter teach us?,,,,,To appreciate cultural diversity
Descriptive,26,How does religion shape Kathmandu?,,,,,Through rituals and prayers
Descriptive,27,Why is the flute seller unforgettable?,,,,,His music creates serenity
Descriptive,28,How does the author react to noise?,,,,,He feels disturbed
Descriptive,29,How does the author find peace?,,,,,By listening to flute music
Descriptive,30,What values are reflected?,,,,,Tolerance and harmony
Descriptive,31,Explain the contrast of sound.,,,,,Temple noise vs stupa silence
Descriptive,32,How is daily life shown?,,,,,Busy and crowded
Descriptive,33,Why is Kathmandu lively?,,,,,Due to people and activity
Descriptive,34,What message does the chapter convey?,,,,,Spiritual coexistence
Descriptive,35,How does the author describe crowds?,,,,,As overwhelming
Descriptive,36,What does the stupa symbolise?,,,,,Inner peace
Descriptive,37,How does the chapter end?,,,,,On a peaceful note
Descriptive,38,Why is the essay engaging?,,,,,Vivid descriptions
Descriptive,39,What does the author admire?,,,,,Cultural diversity
Descriptive,40,Explain the role of travel writing.,,,,,It shares experiences and cultures
Descriptive,41,What makes the chapter unique?,,,,,Sharp contrasts
Descriptive,42,How does the author balance description?,,,,,By comparing places
Descriptive,43,What does the flute seller represent?,,,,,Art over chaos
Descriptive,44,Why is silence important?,,,,,It brings peace
Descriptive,45,How does sound affect mood?,,,,,It creates tension or calm
Descriptive,46,What does the chapter say about cities?,,,,,They are full of contrasts
Descriptive,47,Why is spiritual diversity important?,,,,,It promotes harmony
Descriptive,48,What lesson can students learn?,,,,,Respect all cultures
Descriptive,49,How does the author observe details?,,,,,Closely and thoughtfully
Descriptive,50,Summarize "Kathmandu".,,,,,The chapter describes Kathmandu through its religious places, busy streets and contrasts between chaos and peace, highlighting spiritual harmony and cultural diversity
