Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
MCQ,44,What does the reunion scene show?,Anger,Indifference,Strong bond,Fear,Strong bond
MCQ,45,Why is the title appropriate?,Bear story,Animal cruelty,Emotional bond,Zoo life,Emotional bond
MCQ,46,What changed author’s decision?,Money,Threats,Wife’s affection,Advice,Wife’s affection
MCQ,47,What does the story promote?,Animal hunting,Animal care,Captivity,Entertainment,Animal care
MCQ,48,What is Bruno’s other name?,Raja,Baba,Sheru,Tommy,Baba
MCQ,49,What makes the story touching?,Bear’s size,Love shown,Adventure,Humour,Love shown
MCQ,50,Overall theme of the story?,Wildlife,Compassion and love,Adventure,Danger,Compassion and love

Integer,1,Author?,Kenneth Anderson,,,,
Integer,2,Animal?,Bear,,,,
Integer,3,Bruno also called?,Baba,,,,
Integer,4,Bear type?,Sloth bear,,,,
Integer,5,Finder?,Author,,,,
Integer,6,Mother’s fate?,Shot,,,,
Integer,7,Zoo?,Mysore Zoo,,,,
Integer,8,Who loved Bruno most?,Author’s wife,,,,
Integer,9,Bruno game?,Swimming,,,,
Integer,10,Bruno food?,Porridge,,,,
Integer,11,Initial place?,Garden,,,,
Integer,12,Reason sent to zoo?,Dangerous,,,,
Integer,13,Island surrounded by?,Water,,,,
Integer,14,Emotion?,Love,,,,
Integer,15,Story tone?,Emotional,,,,
Integer,16,Bruno reaction reunion?,Joyful,,,,
Integer,17,Keeper helped?,Superintendent,,,,
Integer,18,Relationship?,Human-animal,,,,
Integer,19,Bruno symbol?,Loyalty,,,,
Integer,20,Author role?,Narrator,,,,
Integer,21,Bruno captivity feeling?,Sad,,,,
Integer,22,Wife visited zoo?,Daily,,,,
Integer,23,Enclosure name?,Island,,,,
Integer,24,Neighbour fear?,Size,,,,
Integer,25,Bruno instinct?,Wild,,,,
Integer,26,Theme?,Compassion,,,,
Integer,27,Bruno favourite?,Swimming,,,,
Integer,28,Animal bond?,Strong,,,,
Integer,29,Author decision change?,Wife,,,,
Integer,30,Story focus?,Love,,,,
Integer,31,Bruno nature?,Affectionate,,,,
Integer,32,Setting?,Home and zoo,,,,
Integer,33,Conflict?,Fear vs love,,,,
Integer,34,Title meaning?,Emotional bond,,,,
Integer,35,Bruno response zoo?,Lonely,,,,
Integer,36,Bruno kept safely?,Cage,,,,
Integer,37,Wife quality?,Compassion,,,,
Integer,38,Animal care theme?,Yes,,,,
Integer,39,Bruno free space?,Island,,,,
Integer,40,Story message?,Kindness,,,,
Integer,41,Author attitude?,Caring,,,,
Integer,42,Bruno reunion action?,Hug,,,,
Integer,43,Story genre?,Narrative,,,,
Integer,44,Bruno age?,Young cub,,,,
Integer,45,Lesson?,Love wins,,,,
Integer,46,Bruno danger reason?,Size,,,,
Integer,47,Island benefit?,Freedom,,,,
Integer,48,Story ending?,Happy,,,,
Integer,49,Animal emotion?,Affection,,,,
Integer,50,Chapter name?,The Bond of Love,,,,

Descriptive,1,Who is Bruno?,,,,,Bruno is a sloth bear cub adopted by the author
Descriptive,2,How was Bruno found?,,,,,He was found alone after his mother was shot
Descriptive,3,Why was Bruno named Baba?,,,,,It was an affectionate name given by the family
Descriptive,4,Describe Bruno’s early life.,,,,,He lived lovingly with the author’s family
Descriptive,5,Why was Bruno sent to the zoo?,,,,,He became too large and dangerous
Descriptive,6,How did the author’s wife react to Bruno’s absence?,,,,,She missed him deeply and visited daily
Descriptive,7,Describe Bruno’s life in the zoo.,,,,,He felt lonely and unhappy
Descriptive,8,How was Bruno brought back?,,,,,With permission from zoo authorities
Descriptive,9,Describe the reunion scene.,,,,,It showed deep affection and joy
Descriptive,10,What does the island enclosure signify?,,,,,Safety with freedom
Descriptive,11,What qualities of Bruno are shown?,,,,,Affection and loyalty
Descriptive,12,Describe the bond between Bruno and the wife.,,,,,It was deep and emotional
Descriptive,13,Why is the story emotional?,,,,,It shows pure love between human and animal
Descriptive,14,What lesson does the story teach?,,,,,Love and compassion create strong bonds
Descriptive,15,How does the author portray animals?,,,,,As sensitive beings
Descriptive,16,Explain the title "The Bond of Love".,,,,,It refers to strong emotional attachment
Descriptive,17,What role does compassion play?,,,,,It guides human actions
Descriptive,18,How does Bruno show recognition?,,,,,By hugging and reacting joyfully
Descriptive,19,Why was keeping Bruno risky?,,,,,He was a wild animal
Descriptive,20,How did the author ensure Bruno’s safety?,,,,,By building an island enclosure
Descriptive,21,What does Bruno’s sadness in zoo show?,,,,,Animals feel emotions
Descriptive,22,Why did the wife insist on Bruno’s return?,,,,,Because of emotional attachment
Descriptive,23,Describe the author’s wife.,,,,,She is loving and compassionate
Descriptive,24,How is animal care highlighted?,,,,,Through responsible treatment
Descriptive,25,What makes the story inspiring?,,,,,Unconditional love
Descriptive,26,Explain the conflict in the story.,,,,,Fear of danger versus love
Descriptive,27,How does the author balance safety and love?,,,,,By creating the island
Descriptive,28,What does the story say about captivity?,,,,,It affects animals emotionally
Descriptive,29,Why is Bruno called loyal?,,,,,He recognises and loves his caretakers
Descriptive,30,What values does the story promote?,,,,,Kindness and empathy
Descriptive,31,How does Bruno behave like a family member?,,,,,He plays and shows affection
Descriptive,32,Why did neighbours fear Bruno?,,,,,Due to his size and strength
Descriptive,33,How does the story end?,,,,,With Bruno living safely near family
Descriptive,34,What role does patience play?,,,,,In handling animals
Descriptive,35,How is trust built between human and animal?,,,,,Through care and affection
Descriptive,36,Why is the story realistic?,,,,,Based on real experiences
Descriptive,37,What message does the author convey?,,,,,Animals deserve love and care
Descriptive,38,How does Bruno react to love?,,,,,With loyalty and affection
Descriptive,39,Why is animal-human bond special?,,,,,It is unconditional
Descriptive,40,Explain Bruno’s transformation.,,,,,From wild cub to affectionate pet
Descriptive,41,What makes Bruno’s story memorable?,,,,,Emotional bonding
Descriptive,42,How does the author show responsibility?,,,,,By ensuring safety measures
Descriptive,43,Why is love stronger than fear in the story?,,,,,It overcomes danger
Descriptive,44,Explain the emotional appeal of the story.,,,,,It touches readers’ hearts
Descriptive,45,What does the story teach about wildlife?,,,,,Respect and care are essential
Descriptive,46,How does the wife influence the story?,,,,,Her love drives decisions
Descriptive,47,What role does the zoo play?,,,,,Shows contrast between captivity and care
Descriptive,48,Why is Bruno happy on the island?,,,,,He has freedom and love
Descriptive,49,How does the author view animals?,,,,,As emotional beings
Descriptive,50,Summarize "The Bond of Love".,,,,,The story highlights deep emotional bonding between humans and animals, showing how love, care and compassion create lifelong connections
