Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Integer,33,Woman reaction?,Refusal,,,,
Integer,34,Bird colour cap?,Black,,,,
Integer,35,Bird beak?,Hard,,,,
Integer,36,Poem teaches?,Generosity,,,,
Integer,37,Woman bread size?,Small,,,,
Integer,38,Bird work?,Peck wood,,,,
Integer,39,Poem audience?,Children,,,,
Integer,40,Poem tone?,Moralistic,,,,
Integer,41,Saint test?,Kindness,,,,
Integer,42,Bird lifestyle?,Lonely,,,,
Integer,43,Poem language?,Simple,,,,
Integer,44,Bird freedom?,Limited,,,,
Integer,45,Woman reward?,None,,,,
Integer,46,Poem lesson?,Sharing,,,,
Integer,47,Poem title?,A Legend of the Northland,,,,
Integer,48,Woman baking?,Cake,,,,
Integer,49,Poem message?,Be generous,,,,
Integer,50,Ending result?,Justice,,,,

Descriptive,1,Who wrote "A Legend of the Northland"?,,,,,The poem was written by Phoebe Cary
Descriptive,2,What kind of poem is this?,,,,,It is a narrative poem based on a legend
Descriptive,3,What is the poem about?,,,,,It is about greed and punishment
Descriptive,4,Who was Saint Peter?,,,,,He was a saint who tested human kindness
Descriptive,5,Why did Saint Peter visit the woman?,,,,,He was hungry and asked for food
Descriptive,6,How did the woman behave?,,,,,She behaved selfishly and refused help
Descriptive,7,Why did the pancakes shrink?,,,,,Because of the woman’s greed
Descriptive,8,What punishment was given to the woman?,,,,,She was turned into a woodpecker
Descriptive,9,Describe the woodpecker.,,,,,A bird with black and white feathers
Descriptive,10,Why was the woman cursed?,,,,,For her greed and lack of charity
Descriptive,11,What moral lesson does the poem teach?,,,,,We should be kind and generous
Descriptive,12,Explain the title of the poem.,,,,,It is a legend from the cold Northland
Descriptive,13,What does the woodpecker symbolize?,,,,,Punishment for greed
Descriptive,14,Why is the bird’s life hard?,,,,,It must peck wood for food
Descriptive,15,How does Saint Peter test kindness?,,,,,By asking for food
Descriptive,16,What message does the poet give?,,,,,Greed leads to punishment
Descriptive,17,Describe the setting of the poem.,,,,,A cold region called Northland
Descriptive,18,Why is the poem suitable for children?,,,,,It teaches moral values
Descriptive,19,How does greed affect the woman?,,,,,It leads to her downfall
Descriptive,20,What values are highlighted?,,,,,Kindness and charity
Descriptive,21,Why did the woman live alone?,,,,,Because she was selfish
Descriptive,22,How does the poem end?,,,,,With a moral lesson
Descriptive,23,What role does Saint Peter play?,,,,,A judge of human behavior
Descriptive,24,Explain the punishment given.,,,,,She became a bird forever
Descriptive,25,How does the poem show justice?,,,,,Wrongdoing is punished
Descriptive,26,Why is charity important?,,,,,It helps others and builds humanity
Descriptive,27,What is the tone of the poem?,,,,,Moralistic
Descriptive,28,Why is the woodpecker always pecking?,,,,,To earn its food
Descriptive,29,How does the poem warn readers?,,,,,Against selfishness
Descriptive,30,Explain the woman’s character.,,,,,She is greedy and unkind
Descriptive,31,What does Northland symbolize?,,,,,A harsh and cold place
Descriptive,32,Why is the poem called a legend?,,,,,It explains a natural phenomenon
Descriptive,33,How does the poet use symbolism?,,,,,Bird represents punishment
Descriptive,34,What lesson should students learn?,,,,,Always help others
Descriptive,35,Why is the woman’s punishment severe?,,,,,Because greed is serious
Descriptive,36,How does the poem relate to real life?,,,,,Greed still harms people
Descriptive,37,Why is kindness important in society?,,,,,It builds harmony
Descriptive,38,What happens when we refuse to help?,,,,,We face consequences
Descriptive,39,How does the poem explain nature?,,,,,Through legend
Descriptive,40,Why does the bird wear black?,,,,,It symbolizes punishment
Descriptive,41,What does the bird’s beak show?,,,,,Hard life
Descriptive,42,How does the poem teach morality?,,,,,Through story
Descriptive,43,Why did Saint Peter feel angry?,,,,,Because of refusal to help
Descriptive,44,How does the poem inspire generosity?,,,,,By showing consequences of greed
Descriptive,45,Explain the moral in your own words.,,,,,Greed leads to loss
Descriptive,46,Why is sharing important?,,,,,It shows humanity
Descriptive,47,What happens to selfish people?,,,,,They are punished
Descriptive,48,How is the poem relevant today?,,,,,Greed still exists
Descriptive,49,Why is the poem memorable?,,,,,Strong moral message
Descriptive,50,Summarize "A Legend of the Northland".,,,,,The poem narrates a legend in which a greedy woman refuses to help Saint Peter and is punished by being turned into a woodpecker, teaching the lesson that greed leads to punishment and kindness is essential
