Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Integer,4,Formula of work?,W=F×s,,,,
Integer,5,Formula of kinetic energy?,½mv²,,,,
Integer,6,Formula of potential energy?,mgh,,,,
Integer,7,Formula of power?,Work/Time,,,,
Integer,8,Commercial unit of energy?,kWh,,,,
Integer,9,1 watt equals?,1 J/s,,,,
Integer,10,1 kWh equals?,3.6×10⁶ J,,,,
Integer,11,Kinetic energy depends on?,Mass and velocity,,,,
Integer,12,Potential energy depends on?,Mass and height,,,,
Integer,13,Work is scalar? (Yes/No),Yes,,,,
Integer,14,Energy is scalar? (Yes/No),Yes,,,,
Integer,15,Power is scalar? (Yes/No),Yes,,,,
Integer,16,Energy ability to do?,Work,,,,
Integer,17,Work done when no displacement?,Zero,,,,
Integer,18,Work done against gravity?,Negative,,,,
Integer,19,Work done by gravity?,Positive,,,,
Integer,20,Mechanical energy equals?,KE+PE,,,,
Integer,21,KE of body at rest?,Zero,,,,
Integer,22,PE at ground level?,Zero,,,,
Integer,23,Energy conserved? (Yes/No),Yes,,,,
Integer,24,Unit of electrical energy bill?,kWh,,,,
Integer,25,If velocity doubles KE?,4 times,,,,
Integer,26,Power shows rate of?,Doing work,,,,
Integer,27,Energy stored in spring?,Potential,,,,
Integer,28,Energy of moving body?,Kinetic,,,,
Integer,29,Work done by friction?,Negative,,,,
Integer,30,Energy unit Joule symbol?,J,,,,
Integer,31,1 kW equals?,1000 W,,,,
Integer,32,Work done depends on?,Force and displacement,,,,
Integer,33,Power depends on?,Work and time,,,,
Integer,34,Energy cannot be destroyed? (Yes/No),Yes,,,,
Integer,35,Energy of food?,Chemical,,,,
Integer,36,Energy of wind?,Kinetic,,,,
Integer,37,Energy stored in dam water?,Potential,,,,
Integer,38,Machine converting energy?,Generator,,,,
Integer,39,Work done by centripetal force?,Zero,,,,
Integer,40,Energy conversion possible? (Yes/No),Yes,,,,
Integer,41,Energy unit in SI?,Joule,,,,
Integer,42,Energy of stretched rubber band?,Potential,,,,
Integer,43,Power unit symbol?,W,,,,
Integer,44,Work done is maximum at angle?,0°,,,,
Integer,45,Energy used in home billed in?,kWh,,,,
Integer,46,Potential energy formula uses g? (Yes/No),Yes,,,,
Integer,47,Energy of bullet?,Kinetic,,,,
Integer,48,Energy stored in fuel?,Chemical,,,,
Integer,49,Work done in lifting object?,Positive,,,,
Integer,50,Power high means work done?,Fast,,,,

Problem,1,Find work done when force 10 N moves body by 5 m.,,,,,50 J
Problem,2,Find kinetic energy of 2 kg body moving at 4 m/s.,,,,,16 J
Problem,3,Find potential energy of 5 kg mass at height 10 m.,,,,,490 J
Problem,4,Find power if work 100 J done in 5 s.,,,,,20 W
Problem,5,Find work done if force 20 N moves body 3 m.,,,,,60 J
Problem,6,Find KE of 1 kg body moving at 10 m/s.,,,,,50 J
Problem,7,Find PE of 2 kg body at height 5 m.,,,,,98 J
Problem,8,Find power if work 200 J in 10 s.,,,,,20 W
Problem,9,Find work done against gravity lifting 10 kg to 2 m.,,,,,196 J
Problem,10,Find KE of 5 kg body moving at 2 m/s.,,,,,10 J
Problem,11,Find PE of 1 kg mass at 20 m.,,,,,196 J
Problem,12,Find power if 500 J work done in 25 s.,,,,,20 W
Problem,13,Find work done if force 15 N acts over 4 m.,,,,,60 J
Problem,14,Find KE of 4 kg body moving at 5 m/s.,,,,,50 J
Problem,15,Find PE of 3 kg mass at 10 m.,,,,,294 J
Problem,16,Find power if work 300 J in 15 s.,,,,,20 W
Problem,17,Find KE of 0.5 kg body moving at 8 m/s.,,,,,16 J
Problem,18,Find work done if force 50 N moves body 2 m.,,,,,100 J
Problem,19,Find PE of 10 kg mass at height 1 m.,,,,,98 J
Problem,20,Find power if work 1000 J in 50 s.,,,,,20 W
Problem,21,Find KE of 3 kg body moving at 6 m/s.,,,,,54 J
Problem,22,Find work done lifting 2 kg to 5 m.,,,,,98 J
Problem,23,Find power if 400 J work done in 20 s.,,,,,20 W
Problem,24,Find KE of 1.5 kg body moving at 4 m/s.,,,,,12 J
Problem,25,Find PE of 4 kg mass at height 5 m.,,,,,196 J
Problem,26,Find work done if force 25 N moves body 4 m.,,,,,100 J
Problem,27,Find power if 600 J work done in 30 s.,,,,,20 W
Problem,28,Find KE of 2 kg body moving at 7 m/s.,,,,,49 J
Problem,29,Find PE of 6 kg mass at 5 m.,,,,,294 J
Problem,30,Find work done lifting 5 kg to 4 m.,,,,,196 J
Problem,31,Find power if work 900 J in 45 s.,,,,,20 W
Problem,32,Find KE of 10 kg body moving at 3 m/s.,,,,,45 J
Problem,33,Find PE of 2 kg body at height 15 m.,,,,,294 J
Problem,34,Find work done if force 30 N moves body 3 m.,,,,,90 J
Problem,35,Find power if work 200 J in 10 s.,,,,,20 W
Problem,36,Find KE of 8 kg body moving at 2 m/s.,,,,,16 J
Problem,37,Find PE of 7 kg mass at height 10 m.,,,,,686 J
Problem,38,Find work done lifting 1 kg to 10 m.,,,,,98 J
Problem,39,Find power if 100 J work done in 5 s.,,,,,20 W
Problem,40,Find KE of 0.2 kg body moving at 10 m/s.,,,,,10 J
Problem,41,Find PE of 9 kg body at height 2 m.,,,,,176.4 J
Problem,42,Find work done if force 40 N moves body 5 m.,,,,,200 J
Problem,43,Find power if 800 J work done in 40 s.,,,,,20 W
Problem,44,Find KE of 6 kg body moving at 5 m/s.,,,,,75 J
Problem,45,Find PE of 12 kg mass at height 2 m.,,,,,235.2 J
Problem,46,Find work done lifting 20 kg to 1 m.,,,,,196 J
Problem,47,Find power if work 500 J in 25 s.,,,,,20 W
Problem,48,Find KE of 1 kg body moving at 6 m/s.,,,,,18 J
Problem,49,Find PE of 15 kg body at height 1 m.,,,,,147 J
Problem,50,Find work done if force 10 N moves body 10 m.,,,,,100 J
