Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Problem,36,Find momentum of 3 kg body at 7 m/s.,,,,,21 kg m/s
Problem,37,Find mass if momentum=40 kg m/s velocity=8 m/s.,,,,,5 kg
Problem,38,Find force if acceleration=0.,,,,,0
Problem,39,Find impulse if force=100 N time=0.5 s.,,,,,50 N s
Problem,40,Find acceleration if force=25 N mass=5 kg.,,,,,5 m/s²
Problem,41,Find momentum of 6 kg body at rest.,,,,,0
Problem,42,Find force if mass=2 kg velocity change 4 m/s in 1 s.,,,,,8 N
Problem,43,Find impulse if force=12 N acts for 3 s.,,,,,36 N s
Problem,44,Find momentum of 0.1 kg ball at 30 m/s.,,,,,3 kg m/s
Problem,45,Find acceleration if 15 N force acts on 3 kg.,,,,,5 m/s²
Problem,46,Find force if mass=50 kg acceleration=2 m/s².,,,,,100 N
Problem,47,Find momentum if mass=7 kg velocity=4 m/s.,,,,,28 kg m/s
Problem,48,Find impulse if change in momentum=15 kg m/s.,,,,,15 N s
Problem,49,Find force if impulse=60 N s time=6 s.,,,,,10 N
Problem,50,Find acceleration if force=9.8 N mass=1 kg.,,,,,9.8 m/s²
