Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Problem,11,Find average speed if total distance=300 m,time=60 s.,,,,,5 m/s
Problem,12,Find displacement if velocity=4 m/s,time=25 s.,,,,,100 m
Problem,13,Find final velocity using v²−u²=2as (u=0,a=2,s=50).,,,,,14.14 m/s
Problem,14,Find distance covered in uniform motion of 3 m/s for 20 s.,,,,,60 m
Problem,15,Find acceleration if velocity increases from 5 to 15 m/s in 10 s.,,,,,1 m/s²
Problem,16,Find speed in km/h if speed is 10 m/s.,,,,,36 km/h
Problem,17,Convert 72 km/h to m/s.,,,,,20 m/s
Problem,18,Find time if u=0,a=4 m/s²,v=20 m/s.,,,,,5 s
Problem,19,Find distance travelled in 5 s with speed 8 m/s.,,,,,40 m
Problem,20,Find velocity if displacement is zero and time is 10 s.,,,,,0 m/s
Problem,21,Find acceleration if v=0,u=20 m/s,t=4 s.,,,,,−5 m/s²
Problem,22,Find distance if u=10 m/s,a=0,t=5 s.,,,,,50 m
Problem,23,Find average velocity if displacement=0,time=10 s.,,,,,0 m/s
Problem,24,Find speed if car covers 180 km in 3 h.,,,,,60 km/h
Problem,25,Find distance travelled in circular motion after one round (r=7 m).,,,,,44 m
Problem,26,Find displacement after one round in circular path.,,,,,0 m
Problem,27,Find final velocity if u=15 m/s,a=−3 m/s²,t=5 s.,,,,,0 m/s
Problem,28,Find distance if u=15 m/s,a=−3 m/s²,t=5 s.,,,,,37.5 m
Problem,29,Find acceleration if slope of v-t graph is 4.,,,,,4 m/s²
Problem,30,Find displacement if area under v-t graph is 60.,,,,,60 m
Problem,31,Find time if v=20 m/s,u=0,a=4 m/s².,,,,,5 s
Problem,32,Find distance covered by uniform speed of 12 m/s in 15 s.,,,,,180 m
Problem,33,Find acceleration if speed decreases from 20 to 10 m/s in 5 s.,,,,,−2 m/s²
Problem,34,Find speed if distance=500 m,time=100 s.,,,,,5 m/s
Problem,35,Find displacement if velocity=6 m/s,time=30 s.,,,,,180 m
Problem,36,Find final velocity if u=5 m/s,a=3 m/s²,t=5 s.,,,,,20 m/s
Problem,37,Find distance if u=5 m/s,a=3 m/s²,t=5 s.,,,,,62.5 m
Problem,38,Find time if distance=150 m and speed=5 m/s.,,,,,30 s
Problem,39,Find speed if 360 m is covered in 2 minutes.,,,,,3 m/s
Problem,40,Find acceleration if v=30 m/s,u=10 m/s,t=10 s.,,,,,2 m/s²
Problem,41,Find distance if v=20 m/s,t=5 s.,,,,,100 m
Problem,42,Find speed in m/s if speed=54 km/h.,,,,,15 m/s
Problem,43,Find displacement if velocity=0 for 10 s.,,,,,0 m
Problem,44,Find distance covered by car moving at 72 km/h in 30 min.,,,,,36 km
Problem,45,Find acceleration if object comes to rest from 20 m/s in 4 s.,,,,,−5 m/s²
Problem,46,Find distance if object comes to rest from 20 m/s in 4 s.,,,,,40 m
Problem,47,Find speed if object covers 1 km in 200 s.,,,,,5 m/s
Problem,48,Find final velocity if u=0,a=10 m/s²,t=3 s.,,,,,30 m/s
Problem,49,Find distance if u=0,a=10 m/s²,t=3 s.,,,,,45 m
Problem,50,Find time if speed=20 m/s,distance=400 m.,,,,,20 s
