Question_Type,Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Answer
Integer,8,Weight unit?,N,,,,
Integer,9,Acceleration due to gravity symbol?,g,,,,
Integer,10,Gravitation is contact force? (Yes/No),No,,,,
Integer,11,Weight depends on gravity? (Yes/No),Yes,,,,
Integer,12,Mass changes with place? (Yes/No),No,,,,
Integer,13,Free fall acceleration?,g,,,,
Integer,14,Weight in free fall?,Zero,,,,
Integer,15,Pressure formula?,Force/Area,,,,
Integer,16,SI unit of pressure?,N/m²,,,,
Integer,17,Upthrust acts in which direction?,Upwards,,,,
Integer,18,Upthrust also called?,Buoyant force,,,,
Integer,19,Archimedes principle related to?,Buoyancy,,,,
Integer,20,Density formula?,Mass/Volume,,,,
Integer,21,SI unit of density?,kg/m³,,,,
Integer,22,Relative density has unit? (Yes/No),No,,,,
Integer,23,Relative density of water?,1,,,,
Integer,24,If RD>1 object?,Sinks,,,,
Integer,25,If RD<1 object?,Floats,,,,
Integer,26,Weight in space?,Zero,,,,
Integer,27,Mass in space?,Same,,,,
Integer,28,Force between two masses is always?,Attractive,,,,
Integer,29,Pressure increases with depth? (Yes/No),Yes,,,,
Integer,30,Camels have broad feet to?,Reduce pressure,,,,
Integer,31,Sharp knife cuts due to?,High pressure,,,,
Integer,32,Unit of thrust?,N,,,,
Integer,33,Buoyant force depends on?,Volume and density,,,,
Integer,34,Object floats when buoyant force?,Greater than weight,,,,
Integer,35,Object sinks when weight?,Greater than buoyant force,,,,
Integer,36,Weight is vector? (Yes/No),Yes,,,,
Integer,37,Mass is scalar? (Yes/No),Yes,,,,
Integer,38,Relative density formula?,Density of object/Density of water,,,,
Integer,39,Gravitation acts between?,Masses,,,,
Integer,40,Pressure at bottom of liquid depends on?,Depth,,,,
Integer,41,Weight of 1 kg mass on Earth?,9.8 N,,,,
Integer,42,Weight of 1 kg mass on Moon?,1.6 N,,,,
Integer,43,Force of gravity is weakest? (Yes/No),Yes,,,,
Integer,44,SI unit of density is kg/m³? (Yes/No),Yes,,,,
Integer,45,Upthrust reduces weight? (Yes/No),Yes,,,,
Integer,46,Archimedes principle used in?,Ship floating,,,,
Integer,47,Relative density of ice?,<1,,,,
Integer,48,Free fall means motion under?,Gravity only,,,,
Integer,49,Thrust unit?,Newton,,,,
Integer,50,Density of water?,1000 kg/m³,,,,

Problem,1,Find weight of 5 kg mass on Earth.,,,,,49 N
Problem,2,Find weight of 10 kg mass on Moon.,,,,,16 N
Problem,3,Find force between two masses 1 kg and 1 kg at distance 1 m.,,,,,6.67×10⁻¹¹ N
Problem,4,Find mass if weight is 98 N.,,,,,10 kg
Problem,5,Find acceleration due to gravity if weight is 19.6 N and mass 2 kg.,,,,,9.8 m/s²
Problem,6,Find density if mass 10 kg and volume 2 m³.,,,,,5 kg/m³
Problem,7,Find pressure if force 100 N acts on area 2 m².,,,,,50 N/m²
Problem,8,Find weight of 2 kg mass in space.,,,,,0
Problem,9,Find relative density if density is 800 kg/m³.,,,,,0.8
Problem,10,Find volume if mass 20 kg and density 1000 kg/m³.,,,,,0.02 m³
Problem,11,Find buoyant force if weight loss is 5 N.,,,,,5 N
Problem,12,Find weight of 50 kg person on Moon.,,,,,80 N
Problem,13,Find mass if weight is 49 N.,,,,,5 kg
Problem,14,Find pressure if force 200 N area 4 m².,,,,,50 N/m²
Problem,15,Find density if mass 500 g volume 250 cm³.,,,,,2 g/cm³
Problem,16,Find weight of 1 kg mass on Earth.,,,,,9.8 N
Problem,17,Find acceleration during free fall.,,,,,9.8 m/s²
Problem,18,Find pressure at bottom if force 300 N area 3 m².,,,,,100 N/m²
Problem,19,Find mass if density 2000 kg/m³ volume 0.5 m³.,,,,,1000 kg
Problem,20,Find weight of 20 kg mass on Earth.,,,,,196 N
Problem,21,Find relative density if object floats.,,,,,<1
Problem,22,Find buoyant force acting on floating body.,,,,,Equal to weight
Problem,23,Find density of water.,,,,,1000 kg/m³
Problem,24,Find pressure if area decreases and force same.,,,,,Increases
Problem,25,Find weight if mass doubles.,,,,,Doubles
Problem,26,Find force of gravity on 2 kg body.,,,,,19.6 N
Problem,27,Find density if mass 4 kg volume 0.002 m³.,,,,,2000 kg/m³
Problem,28,Find pressure if force 50 N area 0.5 m².,,,,,100 N/m²
Problem,29,Find mass if density 500 kg/m³ volume 2 m³.,,,,,1000 kg
Problem,30,Find weight of 60 kg person on Earth.,,,,,588 N
Problem,31,Find weight of same person on Moon.,,,,,96 N
Problem,32,Find relative density of ice.,,,,,0.92
Problem,33,Find buoyant force if apparent weight loss is 10 N.,,,,,10 N
Problem,34,Find mass if weight is 196 N.,,,,,20 kg
Problem,35,Find density if mass 1 kg volume 0.001 m³.,,,,,1000 kg/m³
Problem,36,Find pressure if force 500 N area 5 m².,,,,,100 N/m²
Problem,37,Find weight of 3 kg mass on Earth.,,,,,29.4 N
Problem,38,Find acceleration on Moon.,,,,,1.6 m/s²
Problem,39,Find volume if mass 2 kg density 1000 kg/m³.,,,,,0.002 m³
Problem,40,Find mass if density 800 kg/m³ volume 1 m³.,,,,,800 kg
Problem,41,Find weight loss in water if buoyant force 15 N.,,,,,15 N
Problem,42,Find weight of 8 kg mass on Earth.,,,,,78.4 N
Problem,43,Find pressure if force 120 N area 3 m².,,,,,40 N/m²
Problem,44,Find density if mass 200 g volume 100 cm³.,,,,,2 g/cm³
Problem,45,Find weight if g becomes half.,,,,,Half
Problem,46,Find mass if weight is zero.,,,,,0
Problem,47,Find density of object if RD is 2.,,,,,2000 kg/m³
Problem,48,Find buoyant force on sinking body.,,,,,Less than weight
Problem,49,Find pressure if area doubles.,,,,,Half
Problem,50,Find weight of 100 kg person on Earth.,,,,,980 N
